Type,Region,Residence Type,Service Type,Year,Coverage,Population,Service level
sdg,Oceania,total,Drinking water,2009,29.95781,3140925.73327,Surface water
sdg,Oceania,rural,Drinking water,2009,38.32527,3098024.44345,Surface water
sdg,Oceania,urban,Drinking water,2009,1.78682,42901.40765,Surface water
sdg,Oceania,total,Drinking water,2010,29.018,3115737.21577,Surface water
sdg,Oceania,rural,Drinking water,2010,37.03684,3069798.24913,Surface water
sdg,Oceania,urban,Drinking water,2010,1.876,45938.79154,Surface water
sdg,Oceania,total,Drinking water,2011,28.04966,3083171.42446,Surface water
sdg,Oceania,rural,Drinking water,2011,35.72096,3034090.8745,Surface water
sdg,Oceania,urban,Drinking water,2011,1.96482,49080.38586,Surface water
sdg,Oceania,total,Drinking water,2012,27.05704,3042254.35311,Surface water
sdg,Oceania,rural,Drinking water,2012,34.38182,2989945.3175,Surface water
sdg,Oceania,urban,Drinking water,2012,2.0533,52308.9936,Surface water
sdg,Oceania,total,Drinking water,2013,26.04341,2993695.17549,Surface water
sdg,Oceania,rural,Drinking water,2013,33.01762,2938005.13215,Surface water
sdg,Oceania,urban,Drinking water,2013,2.14462,55689.94513,Surface water
sdg,Oceania,total,Drinking water,2014,25.01146,2937645.79555,Surface water
sdg,Oceania,rural,Drinking water,2014,31.63514,2878410.96514,Surface water
sdg,Oceania,urban,Drinking water,2014,2.2383,59234.96254,Surface water
sdg,Oceania,total,Drinking water,2015,23.90263,2866512.12769,Surface water
sdg,Oceania,rural,Drinking water,2015,30.17483,2805277.99531,Surface water
sdg,Oceania,urban,Drinking water,2015,2.27154,61234.05165,Surface water
sdg,Oceania,total,Drinking water,2016,22.84451,2795503.83436,Surface water
sdg,Oceania,rural,Drinking water,2016,28.76465,2730380.17226,Surface water
sdg,Oceania,urban,Drinking water,2016,2.37248,65123.61446,Surface water
sdg,Oceania,total,Drinking water,2017,21.77015,2716989.78996,Surface water
sdg,Oceania,rural,Drinking water,2017,27.33879,2647786.27093,Surface water
sdg,Oceania,urban,Drinking water,2017,2.47575,69203.44988,Surface water
sdg,Oceania,total,Drinking water,2018,20.68682,2631761.03252,Surface water
sdg,Oceania,rural,Drinking water,2018,25.906,2558252.8712,Surface water
sdg,Oceania,urban,Drinking water,2018,2.58214,73508.13206,Surface water
sdg,Oceania,total,Drinking water,2019,19.59074,2539341.97806,Surface water
sdg,Oceania,rural,Drinking water,2019,24.46068,2461325.06874,Surface water
sdg,Oceania,urban,Drinking water,2019,2.69064,78016.93999,Surface water
sdg,Oceania,total,Drinking water,2020,18.47256,2438792.19251,Surface water
sdg,Oceania,rural,Drinking water,2020,22.99588,2356048.23221,Surface water
sdg,Oceania,urban,Drinking water,2020,2.79851,82744.00178,Surface water
sdg,Oceania,total,Drinking water,2021,17.33617,2330138.43002,Surface water
sdg,Oceania,rural,Drinking water,2021,21.51475,2242460.63272,Surface water
sdg,Oceania,urban,Drinking water,2021,2.90515,87677.8813,Surface water
sdg,Oceania,total,Drinking water,2022,16.87789,2308194.77159,Surface water
sdg,Oceania,rural,Drinking water,2022,20.78027,2201247.70421,Surface water
sdg,Oceania,urban,Drinking water,2022,3.18933,98323.35553,Surface water
sdg,Sub-Saharan Africa,total,Drinking water,2000,18.34391,117496402.95249,Surface water
sdg,Sub-Saharan Africa,rural,Drinking water,2000,25.18728,110289081.60537,Surface water
sdg,Sub-Saharan Africa,urban,Drinking water,2000,3.54889,7191617.70103,Surface water
sdg,Sub-Saharan Africa,total,Drinking water,2001,17.93946,117966649.85832,Surface water
sdg,Sub-Saharan Africa,rural,Drinking water,2001,24.74592,110514638.08389,Surface water
sdg,Sub-Saharan Africa,urban,Drinking water,2001,3.52437,7435866.68289,Surface water
sdg,Sub-Saharan Africa,total,Drinking water,2002,17.3696,117286041.24063,Surface water
sdg,Sub-Saharan Africa,rural,Drinking water,2002,24.08539,109707675.68279,Surface water
sdg,Sub-Saharan Africa,urban,Drinking water,2002,3.44123,7561843.20807,Surface water
sdg,Sub-Saharan Africa,total,Drinking water,2003,16.78891,116420987.23164,Surface water
sdg,Sub-Saharan Africa,rural,Drinking water,2003,23.41434,108779936.02026,Surface water
sdg,Sub-Saharan Africa,urban,Drinking water,2003,3.33165,7624577.40902,Surface water
sdg,Sub-Saharan Africa,total,Drinking water,2004,16.2072,115437704.71757,Surface water
sdg,Sub-Saharan Africa,rural,Drinking water,2004,22.73767,107751721.39509,Surface water
sdg,Sub-Saharan Africa,urban,Drinking water,2004,3.21977,7675004.33318,Surface water
sdg,Sub-Saharan Africa,total,Drinking water,2005,15.61117,114221543.55175,Surface water
sdg,Sub-Saharan Africa,rural,Drinking water,2005,22.0367,106499234.39419,Surface water
sdg,Sub-Saharan Africa,urban,Drinking water,2005,3.10471,7711613.01221,Surface water
sdg,Sub-Saharan Africa,total,Drinking water,2006,15.02128,112910347.28003,Surface water
sdg,Sub-Saharan Africa,rural,Drinking water,2006,21.33825,105175107.39032,Surface water
sdg,Sub-Saharan Africa,urban,Drinking water,2006,2.98515,7724821.03558,Surface water
sdg,Sub-Saharan Africa,total,Drinking water,2007,14.44679,111582840.68169,Surface water
sdg,Sub-Saharan Africa,rural,Drinking water,2007,20.64398,103861207.86679,Surface water
sdg,Sub-Saharan Africa,urban,Drinking water,2007,2.86387,7711406.23225,Surface water
sdg,Sub-Saharan Africa,total,Drinking water,2008,13.85476,109972314.89003,Surface water
sdg,Sub-Saharan Africa,rural,Drinking water,2008,19.94051,102264666.10892,Surface water
sdg,Sub-Saharan Africa,urban,Drinking water,2008,2.74039,7697801.71283,Surface water
sdg,Sub-Saharan Africa,total,Drinking water,2009,13.26259,108188305.20144,Surface water
sdg,Sub-Saharan Africa,rural,Drinking water,2009,19.23129,100527404.82037,Surface water
sdg,Sub-Saharan Africa,urban,Drinking water,2009,2.61453,7660899.24075,Surface water
sdg,Sub-Saharan Africa,total,Drinking water,2010,12.67837,106296074.41202,Surface water
sdg,Sub-Saharan Africa,rural,Drinking water,2010,18.52602,98695206.6288,Surface water
sdg,Sub-Saharan Africa,urban,Drinking water,2010,2.48665,7600867.73621,Surface water
sdg,Sub-Saharan Africa,total,Drinking water,2011,12.20274,106402847.08905,Surface water
sdg,Sub-Saharan Africa,rural,Drinking water,2011,17.89282,98635691.93043,Surface water
sdg,Sub-Saharan Africa,urban,Drinking water,2011,2.42194,7767154.93975,Surface water
sdg,Sub-Saharan Africa,total,Drinking water,2012,11.62091,104157574.47545,Surface water
sdg,Sub-Saharan Africa,rural,Drinking water,2012,17.17727,96529402.68861,Surface water
sdg,Sub-Saharan Africa,urban,Drinking water,2012,2.2816,7628172.4609,Surface water
sdg,Sub-Saharan Africa,total,Drinking water,2013,11.03841,101692435.88218,Surface water
sdg,Sub-Saharan Africa,rural,Drinking water,2013,16.45294,94240530.50321,Surface water
sdg,Sub-Saharan Africa,urban,Drinking water,2013,2.13846,7451905.38688,Surface water
sdg,Sub-Saharan Africa,total,Drinking water,2014,10.45849,99009442.07153,Surface water
sdg,Sub-Saharan Africa,rural,Drinking water,2014,15.72742,91770241.40301,Surface water
sdg,Sub-Saharan Africa,urban,Drinking water,2014,1.99325,7239199.09391,Surface water
sdg,Sub-Saharan Africa,total,Drinking water,2015,9.88228,96129677.49258,Surface water
sdg,Sub-Saharan Africa,rural,Drinking water,2015,15.00259,89142530.9346,Surface water
sdg,Sub-Saharan Africa,urban,Drinking water,2015,1.84569,6987146.04438,Surface water
sdg,Sub-Saharan Africa,total,Drinking water,2016,9.31735,93083143.89863,Surface water
sdg,Sub-Saharan Africa,rural,Drinking water,2016,14.28208,86384363.18273,Surface water
sdg,Sub-Saharan Africa,urban,Drinking water,2016,1.6994,6698781.38795,Surface water
sdg,Sub-Saharan Africa,total,Drinking water,2017,8.74135,89641798.55859,Surface water
sdg,Sub-Saharan Africa,rural,Drinking water,2017,13.51997,83197462.53152,Surface water
sdg,Sub-Saharan Africa,urban,Drinking water,2017,1.55896,6393651.64325,Surface water
sdg,Sub-Saharan Africa,total,Drinking water,2018,8.19295,86249510.75891,Surface water
sdg,Sub-Saharan Africa,rural,Drinking water,2018,12.79792,80109199.63528,Surface water
sdg,Sub-Saharan Africa,urban,Drinking water,2018,1.4132,6031160.70774,Surface water
sdg,Sub-Saharan Africa,total,Drinking water,2019,7.6684,82870686.63559,Surface water
sdg,Sub-Saharan Africa,rural,Drinking water,2019,12.09425,77005243.95876,Surface water
sdg,Sub-Saharan Africa,urban,Drinking water,2019,1.29508,5749754.3361,Surface water
sdg,Sub-Saharan Africa,total,Drinking water,2020,7.1647,79475112.52305,Surface water
sdg,Sub-Saharan Africa,rural,Drinking water,2020,11.41111,73891291.81595,Surface water
sdg,Sub-Saharan Africa,urban,Drinking water,2020,1.18564,5474361.60262,Surface water
sdg,Sub-Saharan Africa,total,Drinking water,2021,6.71277,76387247.43261,Surface water
sdg,Sub-Saharan Africa,rural,Drinking water,2021,10.79416,71038145.85953,Surface water
sdg,Sub-Saharan Africa,urban,Drinking water,2021,1.09235,5241312.23543,Surface water
sdg,Sub-Saharan Africa,total,Drinking water,2022,6.28999,73389471.01513,Surface water
sdg,Sub-Saharan Africa,rural,Drinking water,2022,10.19453,68145550.46038,Surface water
sdg,Sub-Saharan Africa,urban,Drinking water,2022,0.99924,4979359.4589,Surface water
sdg,Australia and New Zealand,total,Drinking water,2000,0.19989,45721.05911,Unimproved
sdg,Australia and New Zealand,rural,Drinking water,2000,0.54531,19288.30287,Unimproved
sdg,Australia and New Zealand,urban,Drinking water,2000,0.1367,26432.63863,Unimproved
sdg,Australia and New Zealand,total,Drinking water,2001,0.20053,46398.80718,Unimproved
sdg,Australia and New Zealand,rural,Drinking water,2001,0.54675,19688.92284,Unimproved
sdg,Australia and New Zealand,urban,Drinking water,2001,0.13672,26709.68673,Unimproved
sdg,Australia and New Zealand,total,Drinking water,2002,0.19994,46834.10533,Unimproved
sdg,Australia and New Zealand,rural,Drinking water,2002,0.5462,19768.98036,Unimproved
sdg,Australia and New Zealand,urban,Drinking water,2002,0.13666,27064.85947,Unimproved
sdg,Australia and New Zealand,total,Drinking water,2003,0.18161,43075.91129,Unimproved
sdg,Australia and New Zealand,rural,Drinking water,2003,0.47615,17323.33055,Unimproved
sdg,Australia and New Zealand,urban,Drinking water,2003,0.12825,25752.82549,Unimproved
sdg,Australia and New Zealand,total,Drinking water,2004,0.16355,39261.53808,Unimproved
sdg,Australia and New Zealand,rural,Drinking water,2004,0.40648,14859.62873,Unimproved
sdg,Australia and New Zealand,urban,Drinking water,2004,0.11991,24402.48495,Unimproved
sdg,Australia and New Zealand,total,Drinking water,2005,0.14574,35421.0188,Unimproved
sdg,Australia and New Zealand,rural,Drinking water,2005,0.33714,12388.47453,Unimproved
sdg,Australia and New Zealand,urban,Drinking water,2005,0.11165,23033.23292,Unimproved
sdg,Australia and New Zealand,total,Drinking water,2006,0.12815,31586.05331,Unimproved
sdg,Australia and New Zealand,rural,Drinking water,2006,0.26801,9916.27583,Unimproved
sdg,Australia and New Zealand,urban,Drinking water,2006,0.10345,21669.46752,Unimproved
sdg,Australia and New Zealand,total,Drinking water,2007,0.11076,27749.12753,Unimproved
sdg,Australia and New Zealand,rural,Drinking water,2007,0.19875,7430.00269,Unimproved
sdg,Australia and New Zealand,urban,Drinking water,2007,0.09533,20319.49271,Unimproved
sdg,Australia and New Zealand,total,Drinking water,2008,0.09352,23855.92093,Unimproved
sdg,Australia and New Zealand,rural,Drinking water,2008,0.12965,4905.58078,Unimproved
sdg,Australia and New Zealand,urban,Drinking water,2008,0.08723,18951.01105,Unimproved
sdg,Australia and New Zealand,total,Drinking water,2009,0.07635,19822.81048,Unimproved
sdg,Australia and New Zealand,rural,Drinking water,2009,0.06057,2318.76627,Unimproved
sdg,Australia and New Zealand,urban,Drinking water,2009,0.07908,17504.13391,Unimproved
sdg,Australia and New Zealand,total,Drinking water,2010,0.06047,15943.23585,Unimproved
sdg,Australia and New Zealand,rural,Drinking water,2010,0,0,Unimproved
sdg,Australia and New Zealand,urban,Drinking water,2010,0.07085,15942.91277,Unimproved
sdg,Australia and New Zealand,total,Drinking water,2011,0.0535,14303.70851,Unimproved
sdg,Australia and New Zealand,rural,Drinking water,2011,0,0,Unimproved
sdg,Australia and New Zealand,urban,Drinking water,2011,0.06261,14302.91238,Unimproved
sdg,Australia and New Zealand,total,Drinking water,2012,0.04649,12617.51366,Unimproved
sdg,Australia and New Zealand,rural,Drinking water,2012,0,0,Unimproved
sdg,Australia and New Zealand,urban,Drinking water,2012,0.05436,12617.31254,Unimproved
sdg,Australia and New Zealand,total,Drinking water,2013,0.03943,10868.84913,Unimproved
sdg,Australia and New Zealand,rural,Drinking water,2013,0,0,Unimproved
sdg,Australia and New Zealand,urban,Drinking water,2013,0.04606,10868.56983,Unimproved
sdg,Australia and New Zealand,total,Drinking water,2014,0.03231,9041.37705,Unimproved
sdg,Australia and New Zealand,rural,Drinking water,2014,0,0,Unimproved
sdg,Australia and New Zealand,urban,Drinking water,2014,0.03769,9040.69268,Unimproved
sdg,Australia and New Zealand,total,Drinking water,2015,0.02515,7145.88965,Unimproved
sdg,Australia and New Zealand,rural,Drinking water,2015,0,0,Unimproved
sdg,Australia and New Zealand,urban,Drinking water,2015,0.02931,7144.96303,Unimproved
sdg,Australia and New Zealand,total,Drinking water,2016,0.02518,7266.77323,Unimproved
sdg,Australia and New Zealand,rural,Drinking water,2016,0,0,Unimproved
sdg,Australia and New Zealand,urban,Drinking water,2016,0.02931,7265.96854,Unimproved
sdg,Australia and New Zealand,total,Drinking water,2017,0.0252,7392.46778,Unimproved
sdg,Australia and New Zealand,rural,Drinking water,2017,0,0,Unimproved
sdg,Australia and New Zealand,urban,Drinking water,2017,0.02931,7393.42862,Unimproved
sdg,Australia and New Zealand,total,Drinking water,2018,0.02522,7520.30499,Unimproved
sdg,Australia and New Zealand,rural,Drinking water,2018,0,0,Unimproved
sdg,Australia and New Zealand,urban,Drinking water,2018,0.02929,7519.79753,Unimproved
sdg,Australia and New Zealand,total,Drinking water,2019,0.02521,7644.07968,Unimproved
sdg,Australia and New Zealand,rural,Drinking water,2019,0,0,Unimproved
sdg,Australia and New Zealand,urban,Drinking water,2019,0.02925,7643.51351,Unimproved
sdg,Australia and New Zealand,total,Drinking water,2020,0.02521,7747.8246,Unimproved
sdg,Australia and New Zealand,rural,Drinking water,2020,0,0,Unimproved
sdg,Australia and New Zealand,urban,Drinking water,2020,0.02921,7748.33784,Unimproved
sdg,Australia and New Zealand,total,Drinking water,2021,0.02523,7834.92764,Unimproved
sdg,Australia and New Zealand,rural,Drinking water,2021,0,0,Unimproved
sdg,Australia and New Zealand,urban,Drinking water,2021,0.02919,7835.08958,Unimproved
sdg,Australia and New Zealand,total,Drinking water,2022,0.02526,7923.53858,Unimproved
sdg,Australia and New Zealand,rural,Drinking water,2022,0,0,Unimproved
sdg,Australia and New Zealand,urban,Drinking water,2022,0.02919,7924.11266,Unimproved
sdg,Central and Southern Asia,total,Drinking water,2000,11.97715,183062189.01199,Unimproved
sdg,Central and Southern Asia,rural,Drinking water,2000,15.14976,162869448.7087,Unimproved
sdg,Central and Southern Asia,urban,Drinking water,2000,4.45396,20192725.53104,Unimproved
sdg,Central and Southern Asia,total,Drinking water,2001,11.5101,179275000.33726,Unimproved
sdg,Central and Southern Asia,rural,Drinking water,2001,14.58589,159143091.6781,Unimproved
sdg,Central and Southern Asia,urban,Drinking water,2001,4.31581,20131903.55003,Unimproved
sdg,Central and Southern Asia,total,Drinking water,2002,11.04958,175310790.46944,Unimproved
sdg,Central and Southern Asia,rural,Drinking water,2002,14.03296,155230752.35159,Unimproved
sdg,Central and Southern Asia,urban,Drinking water,2002,4.17989,20080028.55962,Unimproved
sdg,Central and Southern Asia,total,Drinking water,2003,10.59819,171176126.76003,Unimproved
sdg,Central and Southern Asia,rural,Drinking water,2003,13.4881,151170337.10902,Unimproved
sdg,Central and Southern Asia,urban,Drinking water,2003,4.04667,20005812.65421,Unimproved
sdg,Central and Southern Asia,total,Drinking water,2004,10.13097,166480197.66297,Unimproved
sdg,Central and Southern Asia,rural,Drinking water,2004,12.92413,146629471.12208,Unimproved
sdg,Central and Southern Asia,urban,Drinking water,2004,3.90195,19850733.49374,Unimproved
sdg,Central and Southern Asia,total,Drinking water,2005,9.66624,161492279.79513,Unimproved
sdg,Central and Southern Asia,rural,Drinking water,2005,12.36018,141837889.80086,Unimproved
sdg,Central and Southern Asia,urban,Drinking water,2005,3.75696,19654362.92277,Unimproved
sdg,Central and Southern Asia,total,Drinking water,2006,9.20761,156269316.04014,Unimproved
sdg,Central and Southern Asia,rural,Drinking water,2006,11.80057,136846963.30805,Unimproved
sdg,Central and Southern Asia,urban,Drinking water,2006,3.61337,19422342.37334,Unimproved
sdg,Central and Southern Asia,total,Drinking water,2007,8.74242,150596819.98119,Unimproved
sdg,Central and Southern Asia,rural,Drinking water,2007,11.22983,131478408.82287,Unimproved
sdg,Central and Southern Asia,urban,Drinking water,2007,3.46472,19118389.71424,Unimproved
sdg,Central and Southern Asia,total,Drinking water,2008,8.28126,144733351.89759,Unimproved
sdg,Central and Southern Asia,rural,Drinking water,2008,10.66029,125952567.32305,Unimproved
sdg,Central and Southern Asia,urban,Drinking water,2008,3.31693,18780770.35061,Unimproved
sdg,Central and Southern Asia,total,Drinking water,2009,7.82792,138817921.23373,Unimproved
sdg,Central and Southern Asia,rural,Drinking water,2009,10.09649,120390805.18565,Unimproved
sdg,Central and Southern Asia,urban,Drinking water,2009,3.17181,18427151.06388,Unimproved
sdg,Central and Southern Asia,total,Drinking water,2010,7.37306,132680910.96962,Unimproved
sdg,Central and Southern Asia,rural,Drinking water,2010,9.52728,114650579.97599,Unimproved
sdg,Central and Southern Asia,urban,Drinking water,2010,3.0245,18030343.59306,Unimproved
sdg,Central and Southern Asia,total,Drinking water,2011,6.92397,126422016.16828,Unimproved
sdg,Central and Southern Asia,rural,Drinking water,2011,8.9608,108819200.24217,Unimproved
sdg,Central and Southern Asia,urban,Drinking water,2011,2.87877,17602777.28377,Unimproved
sdg,Central and Southern Asia,total,Drinking water,2012,6.4787,119965119.03651,Unimproved
sdg,Central and Southern Asia,rural,Drinking water,2012,8.39564,102830926.67304,Unimproved
sdg,Central and Southern Asia,urban,Drinking water,2012,2.73329,17134192.68953,Unimproved
sdg,Central and Southern Asia,total,Drinking water,2013,6.03371,113244850.57834,Unimproved
sdg,Central and Southern Asia,rural,Drinking water,2013,7.8276,96624839.38364,Unimproved
sdg,Central and Southern Asia,urban,Drinking water,2013,2.58694,16620001.06467,Unimproved
sdg,Central and Southern Asia,total,Drinking water,2014,5.59057,106323425.12476,Unimproved
sdg,Central and Southern Asia,rural,Drinking water,2014,7.25814,90245675.8747,Unimproved
sdg,Central and Southern Asia,urban,Drinking water,2014,2.44171,16077746.02471,Unimproved
sdg,Central and Southern Asia,total,Drinking water,2015,5.14773,99162190.65366,Unimproved
sdg,Central and Southern Asia,rural,Drinking water,2015,6.68601,83677254.3879,Unimproved
sdg,Central and Southern Asia,urban,Drinking water,2015,2.29475,15484937.08938,Unimproved
sdg,Central and Southern Asia,total,Drinking water,2016,4.70686,91808404.21045,Unimproved
sdg,Central and Southern Asia,rural,Drinking water,2016,6.11163,76961201.54323,Unimproved
sdg,Central and Southern Asia,urban,Drinking water,2016,2.14783,14847180.35309,Unimproved
sdg,Central and Southern Asia,total,Drinking water,2017,4.27012,84322567.20301,Unimproved
sdg,Central and Southern Asia,rural,Drinking water,2017,5.53773,70149252.02253,Unimproved
sdg,Central and Southern Asia,urban,Drinking water,2017,2.00199,14173313.34939,Unimproved
sdg,Central and Southern Asia,total,Drinking water,2018,3.83796,76700451.40058,Unimproved
sdg,Central and Southern Asia,rural,Drinking water,2018,4.96619,63248010.26783,Unimproved
sdg,Central and Southern Asia,urban,Drinking water,2018,1.85578,13452445.35419,Unimproved
sdg,Central and Southern Asia,total,Drinking water,2019,3.4095,68925005.96243,Unimproved
sdg,Central and Southern Asia,rural,Drinking water,2019,4.39525,56242291.93346,Unimproved
sdg,Central and Southern Asia,urban,Drinking water,2019,1.70938,12682703.29521,Unimproved
sdg,Central and Southern Asia,total,Drinking water,2020,2.98705,61065557.59715,Unimproved
sdg,Central and Southern Asia,rural,Drinking water,2020,3.82836,49200239.87125,Unimproved
sdg,Central and Southern Asia,urban,Drinking water,2020,1.56288,11865278.10762,Unimproved
sdg,Central and Southern Asia,total,Drinking water,2021,2.56802,53038587.75261,Unimproved
sdg,Central and Southern Asia,rural,Drinking water,2021,3.26545,42096801.78091,Unimproved
sdg,Central and Southern Asia,urban,Drinking water,2021,1.40968,10941764.28183,Unimproved
sdg,Central and Southern Asia,total,Drinking water,2022,2.1583,44991599.80687,Unimproved
sdg,Central and Southern Asia,rural,Drinking water,2022,2.69119,34759598.03801,Unimproved
sdg,Central and Southern Asia,urban,Drinking water,2022,1.28265,10171237.0621,Unimproved
sdg,Eastern and South-Eastern Asia,total,Drinking water,2000,15.6539,315799661.71345,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2000,24.27186,290601667.95211,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2000,2.53817,20815719.73507,Unimproved
sdg,Eastern and South-Eastern Asia,total,Drinking water,2001,15.30353,311352176.52361,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2001,24.10356,286048548.10396,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2001,2.47504,20982495.15206,Unimproved
sdg,Eastern and South-Eastern Asia,total,Drinking water,2002,14.07758,288863465.02252,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2002,22.81915,267965365.04759,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2002,2.40023,21065409.3912,Unimproved
sdg,Eastern and South-Eastern Asia,total,Drinking water,2003,13.20208,273029553.16428,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2003,21.72213,252091374.51753,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2003,2.32458,21096803.58556,Unimproved
sdg,Eastern and South-Eastern Asia,total,Drinking water,2004,12.34982,257370064.25203,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2004,20.62623,236423012.10744,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2004,2.24968,21096938.14721,Unimproved
sdg,Eastern and South-Eastern Asia,total,Drinking water,2005,11.61112,243823644.89886,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2005,19.699,222920550.97309,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2005,2.17265,21037326.96722,Unimproved
sdg,Eastern and South-Eastern Asia,total,Drinking water,2006,10.89749,230595124.12924,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2006,18.77114,209780714.36156,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2006,2.09665,20934389.47575,Unimproved
sdg,Eastern and South-Eastern Asia,total,Drinking water,2007,10.20756,217678970.91319,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2007,17.8434,196943585.03435,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2007,2.02577,20841012.52638,Unimproved
sdg,Eastern and South-Eastern Asia,total,Drinking water,2008,9.49362,204034834.75339,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2008,16.88405,183971353.15618,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2008,1.95535,20718131.32424,Unimproved
sdg,Eastern and South-Eastern Asia,total,Drinking water,2009,8.84481,191584804.83365,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2009,15.96238,171651070.58927,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2009,1.88541,20564563.11965,Unimproved
sdg,Eastern and South-Eastern Asia,total,Drinking water,2010,8.21617,179363107.20084,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2010,15.0438,159590417.64872,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2010,1.81593,20378573.21641,Unimproved
sdg,Eastern and South-Eastern Asia,total,Drinking water,2011,7.61445,167514464.38507,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2011,14.11855,147963489.40081,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2011,1.74747,20129883.7987,Unimproved
sdg,Eastern and South-Eastern Asia,total,Drinking water,2012,7.03432,155992554.31616,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2012,13.19505,136697891.27149,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2012,1.67959,19846277.20921,Unimproved
sdg,Eastern and South-Eastern Asia,total,Drinking water,2013,6.47928,144824901.93035,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2013,12.28611,125774303.42407,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2013,1.61189,19527949.33158,Unimproved
sdg,Eastern and South-Eastern Asia,total,Drinking water,2014,5.93482,133660271.90943,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2014,11.37116,114944207.50914,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2014,1.54445,19171153.50261,Unimproved
sdg,Eastern and South-Eastern Asia,total,Drinking water,2015,5.4089,122692977.29081,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2015,10.46177,104348672.49326,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2015,1.4773,18775416.38362,Unimproved
sdg,Eastern and South-Eastern Asia,total,Drinking water,2016,4.90186,111959696.92985,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2016,9.55842,94017541.21678,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2016,1.41092,18347827.61059,Unimproved
sdg,Eastern and South-Eastern Asia,total,Drinking water,2017,4.41561,101538142.05105,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2017,8.6625,83995677.24468,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2017,1.34756,17920943.72566,Unimproved
sdg,Eastern and South-Eastern Asia,total,Drinking water,2018,3.95433,91465458.85184,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2018,7.78735,74372348.47074,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2018,1.28427,17440516.65162,Unimproved
sdg,Eastern and South-Eastern Asia,total,Drinking water,2019,3.50275,81413771.2159,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2019,6.90283,64873410.13364,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2019,1.21766,16858176.12524,Unimproved
sdg,Eastern and South-Eastern Asia,total,Drinking water,2020,3.05096,71189474.84648,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2020,5.98251,55284602.53458,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2020,1.15033,16210979.51374,Unimproved
sdg,Eastern and South-Eastern Asia,total,Drinking water,2021,2.5657,60024313.37733,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2021,4.93609,44803595.44344,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2021,1.08359,15515087.6619,Unimproved
sdg,Eastern and South-Eastern Asia,total,Drinking water,2022,2.11079,49483828.20513,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2022,3.91571,34894868.64054,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2022,1.02494,14894094.04352,Unimproved
sdg,Europe and Northern America,total,Drinking water,2000,1.05162,10911295.47144,Unimproved
sdg,Europe and Northern America,rural,Drinking water,2000,2.95051,8109287.34019,Unimproved
