Type,Region,Residence Type,Service Type,Year,Coverage,Population,Service level
sdg,Central and Southern Asia,total,Drinking water,2013,3.72515,69916083.39818,Limited service
sdg,Central and Southern Asia,rural,Drinking water,2013,4.48977,55422249.09442,Limited service
sdg,Central and Southern Asia,urban,Drinking water,2013,2.256,14493834.98614,Limited service
sdg,Central and Southern Asia,total,Drinking water,2014,3.72699,70881221.80411,Limited service
sdg,Central and Southern Asia,rural,Drinking water,2014,4.49166,55848007.28071,Limited service
sdg,Central and Southern Asia,urban,Drinking water,2014,2.28308,15033215.6945,Limited service
sdg,Central and Southern Asia,total,Drinking water,2015,3.72733,71800589.17755,Limited service
sdg,Central and Southern Asia,rural,Drinking water,2015,4.49189,56217255.03087,Limited service
sdg,Central and Southern Asia,urban,Drinking water,2015,2.30933,15583332.42863,Limited service
sdg,Central and Southern Asia,total,Drinking water,2016,3.72675,72691147.45139,Limited service
sdg,Central and Southern Asia,rural,Drinking water,2016,4.49045,56546377.29738,Limited service
sdg,Central and Southern Asia,urban,Drinking water,2016,2.33554,16144770.42627,Limited service
sdg,Central and Southern Asia,total,Drinking water,2017,3.72528,73563500.87967,Limited service
sdg,Central and Southern Asia,rural,Drinking water,2017,4.48714,56840885.0879,Limited service
sdg,Central and Southern Asia,urban,Drinking water,2017,2.36208,16722614.57343,Limited service
sdg,Central and Southern Asia,total,Drinking water,2018,3.72226,74388059.48494,Limited service
sdg,Central and Southern Asia,rural,Drinking water,2018,4.4821,57082822.23312,Limited service
sdg,Central and Southern Asia,urban,Drinking water,2018,2.38728,17305238.04674,Limited service
sdg,Central and Southern Asia,total,Drinking water,2019,3.71719,75145270.60813,Limited service
sdg,Central and Southern Asia,rural,Drinking water,2019,4.47386,57248186.72621,Limited service
sdg,Central and Southern Asia,urban,Drinking water,2019,2.41218,17897083.81828,Limited service
sdg,Central and Southern Asia,total,Drinking water,2020,3.71229,75892011.17492,Limited service
sdg,Central and Southern Asia,rural,Drinking water,2020,4.46429,57372796.97886,Limited service
sdg,Central and Southern Asia,urban,Drinking water,2020,2.43933,18519214.98465,Limited service
sdg,Central and Southern Asia,total,Drinking water,2021,3.70627,76547546.12347,Limited service
sdg,Central and Southern Asia,rural,Drinking water,2021,4.45259,57400940.22813,Limited service
sdg,Central and Southern Asia,urban,Drinking water,2021,2.46674,19146606.87168,Limited service
sdg,Central and Southern Asia,total,Drinking water,2022,3.6947,77019355.62742,Limited service
sdg,Central and Southern Asia,rural,Drinking water,2022,4.44197,57372676.87986,Limited service
sdg,Central and Southern Asia,urban,Drinking water,2022,2.48527,19707798.36359,Limited service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2000,0.92586,18678187.46672,Limited service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2000,1.01344,12133640.63476,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2000,0.80234,6580073.87374,Limited service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2001,0.91613,18638811.04585,Limited service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2001,1.01026,11989211.83652,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2001,0.7885,6684633.55708,Limited service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2002,0.9286,19054397.74202,Limited service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2002,1.06554,12512684.03496,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2002,0.74538,6541713.72502,Limited service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2003,0.94641,19572437.04741,Limited service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2003,1.12062,13005060.474,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2003,0.72364,6567376.87148,Limited service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2004,0.96398,20089399.98264,Limited service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2004,1.17762,13498233.52207,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2004,0.70285,6591166.58635,Limited service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2005,0.98149,20610365.13652,Limited service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2005,1.23729,14001643.77403,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2005,0.68252,6608721.67685,Limited service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2006,0.99913,21141984.66773,Limited service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2006,1.30028,14531517.65201,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2006,0.66206,6610466.76267,Limited service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2007,1.01558,21657415.51844,Limited service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2007,1.36383,15053050.17064,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2007,0.64195,6604365.03714,Limited service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2008,1.03042,22145606.95599,Limited service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2008,1.4276,15555320.18569,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2008,0.62198,6590286.73332,Limited service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2009,1.04381,22609706.83038,Limited service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2009,1.4916,16039868.65417,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2009,0.60234,6569838.25852,Limited service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2010,1.05631,23059751.52118,Limited service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2010,1.55676,16514704.53001,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2010,0.58323,6545046.84876,Limited service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2011,1.06773,23489631.21314,Limited service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2011,1.62014,16979146.27843,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2011,0.56517,6510484.94104,Limited service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2012,1.0779,23903367.89603,Limited service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2012,1.68307,17436266.87948,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2012,0.54731,6467100.82259,Limited service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2013,1.08665,24288753.45552,Limited service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2013,1.74601,17874131.69991,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2013,0.52948,6414622.16598,Limited service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2014,1.0939,24636014.34662,Limited service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2014,1.80884,18284487.73479,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2014,0.51168,6351527.27313,Limited service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2015,1.09969,24944792.97688,Limited service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2015,1.87145,18666378.47133,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2015,0.494,6278414.55189,Limited service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2016,1.10323,25198151.75379,Limited service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2016,1.93383,19021387.88753,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2016,0.47498,6176763.18981,Limited service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2017,1.10604,25433681.72368,Limited service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2017,1.99565,19350754.92704,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2017,0.4574,6082926.39903,Limited service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2018,1.09151,25247065.64056,Limited service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2018,2.02459,19335668.51284,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2018,0.4353,5911397.30396,Limited service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2019,1.08325,25177788.73018,Limited service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2019,2.08333,19579316.50407,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2019,0.40438,5598471.70008,Limited service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2020,1.08023,25205447.08374,Limited service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2020,2.13868,19763607.2049,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2020,0.38615,5441839.21919,Limited service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2021,0.92139,21555782.52875,Limited service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2021,1.77607,16120938.27728,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2021,0.37958,5434844.69677,Limited service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2022,0.67222,15758957.5642,Limited service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2022,1.15995,10336906.55643,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2022,0.37312,5422051.13144,Limited service
sdg,Europe and Northern America,total,Drinking water,2000,0.25719,2668568.82365,Limited service
sdg,Europe and Northern America,rural,Drinking water,2000,0.51827,1424439.43551,Limited service
sdg,Europe and Northern America,urban,Drinking water,2000,0.1567,1195231.17175,Limited service
sdg,Europe and Northern America,total,Drinking water,2001,0.25509,2655097.45523,Limited service
sdg,Europe and Northern America,rural,Drinking water,2001,0.51352,1406998.83726,Limited service
sdg,Europe and Northern America,urban,Drinking water,2001,0.15632,1198752.89055,Limited service
sdg,Europe and Northern America,total,Drinking water,2002,0.2541,2653127.46546,Limited service
sdg,Europe and Northern America,rural,Drinking water,2002,0.51366,1401547.31502,Limited service
sdg,Europe and Northern America,urban,Drinking water,2002,0.15593,1202653.78754,Limited service
sdg,Europe and Northern America,total,Drinking water,2003,0.25476,2669005.8468,Limited service
sdg,Europe and Northern America,rural,Drinking water,2003,0.51377,1395850.12186,Limited service
sdg,Europe and Northern America,urban,Drinking water,2003,0.15759,1222866.22018,Limited service
sdg,Europe and Northern America,total,Drinking water,2004,0.27888,2932562.60058,Limited service
sdg,Europe and Northern America,rural,Drinking water,2004,0.51447,1391913.97925,Limited service
sdg,Europe and Northern America,urban,Drinking water,2004,0.1866,1457290.72658,Limited service
sdg,Europe and Northern America,total,Drinking water,2005,0.27502,2902897.27889,Limited service
sdg,Europe and Northern America,rural,Drinking water,2005,0.45916,1237035.16594,Limited service
sdg,Europe and Northern America,urban,Drinking water,2005,0.21191,1665857.22818,Limited service
sdg,Europe and Northern America,total,Drinking water,2006,0.2939,3116212.87552,Limited service
sdg,Europe and Northern America,rural,Drinking water,2006,0.45805,1230019.71316,Limited service
sdg,Europe and Northern America,urban,Drinking water,2006,0.23823,1886188.23557,Limited service
sdg,Europe and Northern America,total,Drinking water,2007,0.31067,3309187.62369,Limited service
sdg,Europe and Northern America,rural,Drinking water,2007,0.45524,1218119.39648,Limited service
sdg,Europe and Northern America,urban,Drinking water,2007,0.26217,2091063.43961,Limited service
sdg,Europe and Northern America,total,Drinking water,2008,0.33013,3533524.69906,Limited service
sdg,Europe and Northern America,rural,Drinking water,2008,0.45947,1225434.93884,Limited service
sdg,Europe and Northern America,urban,Drinking water,2008,0.28561,2295257.26194,Limited service
sdg,Europe and Northern America,total,Drinking water,2009,0.34516,3711101.59246,Limited service
sdg,Europe and Northern America,rural,Drinking water,2009,0.45118,1199043.56983,Limited service
sdg,Europe and Northern America,urban,Drinking water,2009,0.30883,2499739.85668,Limited service
sdg,Europe and Northern America,total,Drinking water,2010,0.35967,3882995.79674,Limited service
sdg,Europe and Northern America,rural,Drinking water,2010,0.44172,1169378.43257,Limited service
sdg,Europe and Northern America,urban,Drinking water,2010,0.33156,2701784.63472,Limited service
sdg,Europe and Northern America,total,Drinking water,2011,0.37404,4054394.29169,Limited service
sdg,Europe and Northern America,rural,Drinking water,2011,0.43241,1140084.65208,Limited service
sdg,Europe and Northern America,urban,Drinking water,2011,0.35389,2902960.72102,Limited service
sdg,Europe and Northern America,total,Drinking water,2012,0.38846,4228062.77916,Limited service
sdg,Europe and Northern America,rural,Drinking water,2012,0.42326,1111773.89335,Limited service
sdg,Europe and Northern America,urban,Drinking water,2012,0.37608,3105449.77939,Limited service
sdg,Europe and Northern America,total,Drinking water,2013,0.39085,4270434.2548,Limited service
sdg,Europe and Northern America,rural,Drinking water,2013,0.36629,958139.90043,Limited service
sdg,Europe and Northern America,urban,Drinking water,2013,0.39733,3301952.04713,Limited service
sdg,Europe and Northern America,total,Drinking water,2014,0.40481,4439337.60747,Limited service
sdg,Europe and Northern America,rural,Drinking water,2014,0.36197,942703.50785,Limited service
sdg,Europe and Northern America,urban,Drinking water,2014,0.41698,3486774.82723,Limited service
sdg,Europe and Northern America,total,Drinking water,2015,0.39855,4386689.6381,Limited service
sdg,Europe and Northern America,rural,Drinking water,2015,0.35728,926254.95484,Limited service
sdg,Europe and Northern America,urban,Drinking water,2015,0.41017,3451188.28716,Limited service
sdg,Europe and Northern America,total,Drinking water,2016,0.3924,4335468.32979,Limited service
sdg,Europe and Northern America,rural,Drinking water,2016,0.35272,910150.63293,Limited service
sdg,Europe and Northern America,urban,Drinking water,2016,0.40347,3416684.43243,Limited service
sdg,Europe and Northern America,total,Drinking water,2017,0.38611,4282062.1721,Limited service
sdg,Europe and Northern America,rural,Drinking water,2017,0.34808,893647.64036,Limited service
sdg,Europe and Northern America,urban,Drinking water,2017,0.39663,3380388.9193,Limited service
sdg,Europe and Northern America,total,Drinking water,2018,0.37955,4223595.10607,Limited service
sdg,Europe and Northern America,rural,Drinking water,2018,0.34235,873884.98815,Limited service
sdg,Europe and Northern America,urban,Drinking water,2018,0.38976,3342250.61795,Limited service
sdg,Europe and Northern America,total,Drinking water,2019,0.37323,4166358.51719,Limited service
sdg,Europe and Northern America,rural,Drinking water,2019,0.33771,856599.04421,Limited service
sdg,Europe and Northern America,urban,Drinking water,2019,0.38288,3302904.26577,Limited service
sdg,Europe and Northern America,total,Drinking water,2020,0.36489,4080728.36219,Limited service
sdg,Europe and Northern America,rural,Drinking water,2020,0.32924,828488.33463,Limited service
sdg,Europe and Northern America,urban,Drinking water,2020,0.37452,3245978.83385,Limited service
sdg,Europe and Northern America,total,Drinking water,2021,0.35506,3971789.75909,Limited service
sdg,Europe and Northern America,rural,Drinking water,2021,0.31979,796731.14709,Limited service
sdg,Europe and Northern America,urban,Drinking water,2021,0.36452,3169387.66031,Limited service
sdg,Europe and Northern America,total,Drinking water,2022,0.33563,3754325.49987,Limited service
sdg,Europe and Northern America,rural,Drinking water,2022,0.32047,790859.96196,Limited service
sdg,Europe and Northern America,urban,Drinking water,2022,0.33928,2957837.18123,Limited service
sdg,Latin America and the Caribbean,total,Drinking water,2000,0.89502,4676267.72333,Limited service
sdg,Latin America and the Caribbean,rural,Drinking water,2000,2.55342,3265079.23774,Limited service
sdg,Latin America and the Caribbean,urban,Drinking water,2000,0.35583,1404114.26889,Limited service
sdg,Latin America and the Caribbean,total,Drinking water,2001,0.8623,4569125.72561,Limited service
sdg,Latin America and the Caribbean,rural,Drinking water,2001,2.48068,3169961.89434,Limited service
sdg,Latin America and the Caribbean,urban,Drinking water,2001,0.34826,1400322.71959,Limited service
sdg,Latin America and the Caribbean,total,Drinking water,2002,0.82803,4447536.91439,Limited service
sdg,Latin America and the Caribbean,rural,Drinking water,2002,2.39193,3056244.7675,Limited service
sdg,Latin America and the Caribbean,urban,Drinking water,2002,0.34017,1392471.62577,Limited service
sdg,Latin America and the Caribbean,total,Drinking water,2003,0.79413,4321345.44018,Limited service
sdg,Latin America and the Caribbean,rural,Drinking water,2003,2.30023,2937690.26746,Limited service
sdg,Latin America and the Caribbean,urban,Drinking water,2003,0.33254,1384853.37723,Limited service
sdg,Latin America and the Caribbean,total,Drinking water,2004,0.76302,4204862.3378,Limited service
sdg,Latin America and the Caribbean,rural,Drinking water,2004,2.21705,2830094.0851,Limited service
sdg,Latin America and the Caribbean,urban,Drinking water,2004,0.32496,1375998.81223,Limited service
sdg,Latin America and the Caribbean,total,Drinking water,2005,0.73273,4088071.68505,Limited service
sdg,Latin America and the Caribbean,rural,Drinking water,2005,2.13039,2717420.41859,Limited service
sdg,Latin America and the Caribbean,urban,Drinking water,2005,0.31877,1371901.94758,Limited service
sdg,Latin America and the Caribbean,total,Drinking water,2006,0.70265,3967306.94097,Limited service
sdg,Latin America and the Caribbean,rural,Drinking water,2006,2.04177,2601182.6226,Limited service
sdg,Latin America and the Caribbean,urban,Drinking water,2006,0.31275,1367396.09305,Limited service
sdg,Latin America and the Caribbean,total,Drinking water,2007,0.67273,3842666.20545,Limited service
sdg,Latin America and the Caribbean,rural,Drinking water,2007,1.95126,2481943.38892,Limited service
sdg,Latin America and the Caribbean,urban,Drinking water,2007,0.30676,1362018.0611,Limited service
sdg,Latin America and the Caribbean,total,Drinking water,2008,0.64607,3732000.55537,Limited service
sdg,Latin America and the Caribbean,rural,Drinking water,2008,1.87085,2375295.5516,Limited service
sdg,Latin America and the Caribbean,urban,Drinking water,2008,0.30133,1358027.58397,Limited service
sdg,Latin America and the Caribbean,total,Drinking water,2009,0.64266,3753287.8496,Limited service
sdg,Latin America and the Caribbean,rural,Drinking water,2009,1.87231,2372593.43789,Limited service
sdg,Latin America and the Caribbean,urban,Drinking water,2009,0.30184,1380337.65018,Limited service
sdg,Latin America and the Caribbean,total,Drinking water,2010,0.63939,3775612.23865,Limited service
sdg,Latin America and the Caribbean,rural,Drinking water,2010,1.87523,2371565.81222,Limited service
sdg,Latin America and the Caribbean,urban,Drinking water,2010,0.30249,1403647.20522,Limited service
sdg,Latin America and the Caribbean,total,Drinking water,2011,0.63613,3798530.42629,Limited service
sdg,Latin America and the Caribbean,rural,Drinking water,2011,1.87808,2370756.76449,Limited service
sdg,Latin America and the Caribbean,urban,Drinking water,2011,0.30311,1427327.99463,Limited service
sdg,Latin America and the Caribbean,total,Drinking water,2012,0.63341,3824347.96786,Limited service
sdg,Latin America and the Caribbean,rural,Drinking water,2012,1.88301,2372846.50631,Limited service
sdg,Latin America and the Caribbean,urban,Drinking water,2012,0.30371,1451002.1103,Limited service
sdg,Latin America and the Caribbean,total,Drinking water,2013,0.62974,3843138.32982,Limited service
sdg,Latin America and the Caribbean,rural,Drinking water,2013,1.88583,2371734.43288,Limited service
sdg,Latin America and the Caribbean,urban,Drinking water,2013,0.30357,1470845.52055,Limited service
sdg,Latin America and the Caribbean,total,Drinking water,2014,0.6251,3854910.44844,Limited service
sdg,Latin America and the Caribbean,rural,Drinking water,2014,1.88441,2364522.01785,Limited service
sdg,Latin America and the Caribbean,urban,Drinking water,2014,0.30329,1489776.24934,Limited service
sdg,Latin America and the Caribbean,total,Drinking water,2015,0.6207,3867184.24338,Limited service
sdg,Latin America and the Caribbean,rural,Drinking water,2015,1.88334,2357184.83508,Limited service
sdg,Latin America and the Caribbean,urban,Drinking water,2015,0.30316,1509329.17104,Limited service
sdg,Latin America and the Caribbean,total,Drinking water,2016,0.61525,3871734.85124,Limited service
sdg,Latin America and the Caribbean,rural,Drinking water,2016,1.87567,2341311.50741,Limited service
sdg,Latin America and the Caribbean,urban,Drinking water,2016,0.30343,1530698.0646,Limited service
sdg,Latin America and the Caribbean,total,Drinking water,2017,0.58496,3716851.55047,Limited service
sdg,Latin America and the Caribbean,rural,Drinking water,2017,1.94453,2420390.66371,Limited service
sdg,Latin America and the Caribbean,urban,Drinking water,2017,0.23367,1193882.59226,Limited service
sdg,Latin America and the Caribbean,total,Drinking water,2018,0.58562,3755322.07894,Limited service
sdg,Latin America and the Caribbean,rural,Drinking water,2018,1.95746,2429323.81599,Limited service
sdg,Latin America and the Caribbean,urban,Drinking water,2018,0.23685,1224897.96026,Limited service
sdg,Latin America and the Caribbean,total,Drinking water,2019,0.57215,3700679.69625,Limited service
sdg,Latin America and the Caribbean,rural,Drinking water,2019,1.90555,2356300.36401,Limited service
sdg,Latin America and the Caribbean,urban,Drinking water,2019,0.23885,1249532.02048,Limited service
sdg,Latin America and the Caribbean,total,Drinking water,2020,0.48455,3158247.36459,Limited service
sdg,Latin America and the Caribbean,rural,Drinking water,2020,1.48084,1821990.44657,Limited service
sdg,Latin America and the Caribbean,urban,Drinking water,2020,0.24018,1269985.75285,Limited service
sdg,Latin America and the Caribbean,total,Drinking water,2021,0.41524,2724175.35005,Limited service
sdg,Latin America and the Caribbean,rural,Drinking water,2021,1.16468,1424049.15392,Limited service
sdg,Latin America and the Caribbean,urban,Drinking water,2021,0.23537,1256365.66009,Limited service
sdg,Latin America and the Caribbean,total,Drinking water,2022,0.41346,2729799.75868,Limited service
sdg,Latin America and the Caribbean,rural,Drinking water,2022,1.16589,1415938.83388,Limited service
sdg,Latin America and the Caribbean,urban,Drinking water,2022,0.23593,1271133.18355,Limited service
sdg,Northern Africa and Western Asia,total,Drinking water,2000,4.73062,17108835.82553,Limited service
sdg,Northern Africa and Western Asia,rural,Drinking water,2000,6.70463,10551196.8339,Limited service
sdg,Northern Africa and Western Asia,urban,Drinking water,2000,2.98033,6088504.79487,Limited service
sdg,Northern Africa and Western Asia,total,Drinking water,2001,4.73207,17447937.77059,Limited service
sdg,Northern Africa and Western Asia,rural,Drinking water,2001,6.72905,10722644.43776,Limited service
sdg,Northern Africa and Western Asia,urban,Drinking water,2001,2.98355,6246610.62362,Limited service
sdg,Northern Africa and Western Asia,total,Drinking water,2002,4.72104,17743328.55987,Limited service
sdg,Northern Africa and Western Asia,rural,Drinking water,2002,6.72997,10855393.80993,Limited service
sdg,Northern Africa and Western Asia,urban,Drinking water,2002,2.98363,6400959.4708,Limited service
sdg,Northern Africa and Western Asia,total,Drinking water,2003,4.74283,18165195.4507,Limited service
sdg,Northern Africa and Western Asia,rural,Drinking water,2003,6.79716,11095260.96527,Limited service
sdg,Northern Africa and Western Asia,urban,Drinking water,2003,2.98529,6560743.45967,Limited service
sdg,Northern Africa and Western Asia,total,Drinking water,2004,4.76876,18614613.10619,Limited service
sdg,Northern Africa and Western Asia,rural,Drinking water,2004,6.8708,11350517.49807,Limited service
sdg,Northern Africa and Western Asia,urban,Drinking water,2004,2.98989,6731619.3686,Limited service
sdg,Northern Africa and Western Asia,total,Drinking water,2005,4.83346,19253405.42378,Limited service
sdg,Northern Africa and Western Asia,rural,Drinking water,2005,7.02842,11750809.84559,Limited service
sdg,Northern Africa and Western Asia,urban,Drinking water,2005,3.00286,6940997.5478,Limited service
sdg,Northern Africa and Western Asia,total,Drinking water,2006,4.90103,19955650.62101,Limited service
sdg,Northern Africa and Western Asia,rural,Drinking water,2006,7.19431,12181888.8542,Limited service
sdg,Northern Africa and Western Asia,urban,Drinking water,2006,3.01715,7176167.44279,Limited service
sdg,Northern Africa and Western Asia,total,Drinking water,2007,4.97205,20714573.73925,Limited service
sdg,Northern Africa and Western Asia,rural,Drinking water,2007,7.36599,12645128.05605,Limited service
sdg,Northern Africa and Western Asia,urban,Drinking water,2007,3.03486,7433923.32656,Limited service
sdg,Northern Africa and Western Asia,total,Drinking water,2008,5.03532,21470125.73691,Limited service
sdg,Northern Africa and Western Asia,rural,Drinking water,2008,7.53243,13109634.48056,Limited service
sdg,Northern Africa and Western Asia,urban,Drinking water,2008,3.04622,7687060.95745,Limited service
sdg,Northern Africa and Western Asia,total,Drinking water,2009,5.09755,22237687.08966,Limited service
sdg,Northern Africa and Western Asia,rural,Drinking water,2009,7.70126,13584089.38446,Limited service
sdg,Northern Africa and Western Asia,urban,Drinking water,2009,3.05584,7940722.31275,Limited service
sdg,Northern Africa and Western Asia,total,Drinking water,2010,5.16805,23033985.9239,Limited service
sdg,Northern Africa and Western Asia,rural,Drinking water,2010,7.87728,14074341.6445,Limited service
sdg,Northern Africa and Western Asia,urban,Drinking water,2010,3.07309,8206056.6264,Limited service
sdg,Northern Africa and Western Asia,total,Drinking water,2011,5.24682,23848147.11196,Limited service
sdg,Northern Africa and Western Asia,rural,Drinking water,2011,8.05942,14595814.90273,Limited service
sdg,Northern Africa and Western Asia,urban,Drinking water,2011,3.09377,8459084.55196,Limited service
sdg,Northern Africa and Western Asia,total,Drinking water,2012,5.3096,24612563.06349,Limited service
sdg,Northern Africa and Western Asia,rural,Drinking water,2012,8.21041,15068703.48215,Limited service
sdg,Northern Africa and Western Asia,urban,Drinking water,2012,3.112,8714132.40826,Limited service
sdg,Northern Africa and Western Asia,total,Drinking water,2013,5.36185,25377880.41758,Limited service
sdg,Northern Africa and Western Asia,rural,Drinking water,2013,8.35379,15524643.86701,Limited service
sdg,Northern Africa and Western Asia,urban,Drinking water,2013,3.12766,8990939.19361,Limited service
sdg,Northern Africa and Western Asia,total,Drinking water,2014,5.4163,26177553.3307,Limited service
sdg,Northern Africa and Western Asia,rural,Drinking water,2014,8.50414,15995517.20177,Limited service
sdg,Northern Africa and Western Asia,urban,Drinking water,2014,3.14651,9289126.86255,Limited service
sdg,Northern Africa and Western Asia,total,Drinking water,2015,5.18482,25567170.68125,Limited service
sdg,Northern Africa and Western Asia,rural,Drinking water,2015,8.65993,16467256.23114,Limited service
sdg,Northern Africa and Western Asia,urban,Drinking water,2015,3.00124,9092599.3314,Limited service
sdg,Northern Africa and Western Asia,total,Drinking water,2016,5.25645,26423431.08527,Limited service
sdg,Northern Africa and Western Asia,rural,Drinking water,2016,8.83944,17000478.59915,Limited service
sdg,Northern Africa and Western Asia,urban,Drinking water,2016,3.03369,9415354.17898,Limited service
sdg,Northern Africa and Western Asia,total,Drinking water,2017,5.33732,27322109.0874,Limited service
sdg,Northern Africa and Western Asia,rural,Drinking water,2017,9.02978,17560156.31248,Limited service
sdg,Northern Africa and Western Asia,urban,Drinking water,2017,3.07275,9754059.49095,Limited service
sdg,Northern Africa and Western Asia,total,Drinking water,2018,5.35412,27897384.24419,Limited service
sdg,Northern Africa and Western Asia,rural,Drinking water,2018,9.23607,18154668.63679,Limited service
sdg,Northern Africa and Western Asia,urban,Drinking water,2018,2.99984,9733943.49151,Limited service
sdg,Northern Africa and Western Asia,total,Drinking water,2019,5.44194,28850396.28594,Limited service
sdg,Northern Africa and Western Asia,rural,Drinking water,2019,9.43938,18749058.27034,Limited service
sdg,Northern Africa and Western Asia,urban,Drinking water,2019,3.0442,10092246.65701,Limited service
sdg,Northern Africa and Western Asia,total,Drinking water,2020,5.53644,29789095.1856,Limited service
sdg,Northern Africa and Western Asia,rural,Drinking water,2020,9.64641,19330779.11738,Limited service
sdg,Northern Africa and Western Asia,urban,Drinking water,2020,3.09449,10448931.88345,Limited service
sdg,Northern Africa and Western Asia,total,Drinking water,2021,5.6411,30770573.68492,Limited service
sdg,Northern Africa and Western Asia,rural,Drinking water,2021,9.87672,19944052.99917,Limited service
sdg,Northern Africa and Western Asia,urban,Drinking water,2021,3.14862,10816808.66895,Limited service
sdg,Northern Africa and Western Asia,total,Drinking water,2022,5.70734,31600976.70135,Limited service
sdg,Northern Africa and Western Asia,rural,Drinking water,2022,10.0286,20410887.24415,Limited service
sdg,Northern Africa and Western Asia,urban,Drinking water,2022,3.19278,11179952.50271,Limited service
sdg,Oceania,total,Drinking water,2000,1.43741,120017.0717,Limited service
sdg,Oceania,rural,Drinking water,2000,1.29502,82346.59892,Limited service
sdg,Oceania,urban,Drinking water,2000,1.93571,38537.14303,Limited service
sdg,Oceania,total,Drinking water,2001,1.50367,128967.56444,Limited service
sdg,Oceania,rural,Drinking water,2001,1.28939,84339.4521,Limited service
sdg,Oceania,urban,Drinking water,2001,2.19211,44628.10728,Limited service
sdg,Oceania,total,Drinking water,2002,1.50152,132217.2109,Limited service
sdg,Oceania,rural,Drinking water,2002,1.28384,86359.79154,Limited service
